cement,furnaceSlag,flyAsh,water,superplasticizer,coarseAggregate,fineAggregate,Total_density,%_cement,%_furnaceSlag,%_flyAsh,%_water,%_superplast,%_coarseAGG,%_fineAgg,day,compressive strength
379.5,151.2,0,153.9,15.9,1134.3,605,2439.8,0.155545537,0.061972293,0,0.063078941,0.006516928,0.464915157,0.247971145,7,47.1
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,7,55.9
286.3,200.9,0,144.7,11.2,1004.6,803.7,2451.4,0.116790405,0.08195317,0,0.059027494,0.004568818,0.409806641,0.327853471,7,38
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,7,55.9
439,177,0,186,11.1,884.9,707.9,2405.9,0.182468099,0.073569143,0,0.077309946,0.004613658,0.367804148,0.294235006,7,56.1
389.9,189,0,145.9,22,944.7,755.8,2447.3,0.159318433,0.077227966,0,0.05961672,0.008989499,0.386017243,0.308830139,7,59.09
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,7,22.9
337.9,189,0,174.9,9.5,944.7,755.8,2411.8,0.140102828,0.078364707,0,0.072518451,0.003938967,0.391699146,0.313375902,7,35.1
374,189.2,0,170.1,10.1,926.1,756.7,2426.2,0.154150523,0.07798203,0,0.070109636,0.004162888,0.381708021,0.311886901,28,61.09
313.3,262.2,0,175.5,8.6,1046.9,611.8,2418.3,0.129553819,0.108423273,0,0.072571641,0.003556217,0.432907414,0.252987636,28,59.8
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,28,60.29
425,106.3,0,151.4,18.6,936,803.7,2441,0.174108972,0.043547726,0,0.062023761,0.007619828,0.383449406,0.329250307,28,61.8
375,93.8,0,126.6,23.4,852.1,992.6,2463.5,0.152222448,0.038075908,0,0.051390298,0.009498681,0.345889994,0.402922671,28,56.7
475,118.8,0,181.1,8.9,852.1,781.5,2417.4,0.196492099,0.049143708,0,0.074915198,0.003681641,0.352486142,0.323281211,28,68.3
469,117.2,0,137.8,32.2,852.1,840.5,2448.8,0.191522378,0.047860176,0,0.05627246,0.013149298,0.347966351,0.343229337,28,66.9
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,28,60.29
388.6,97.1,0,157.9,12.1,852.1,925.7,2433.5,0.159687693,0.039901377,0,0.064885967,0.004972262,0.350154099,0.380398603,28,50.7
531.3,0,0,141.8,28.2,852.1,893.7,2447.1,0.217114135,0,0,0.05794614,0.011523845,0.348208083,0.365207797,28,56.4
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,28,60.29
318.8,212.5,0,155.7,14.3,852.1,880.4,2433.8,0.130988578,0.087312022,0,0.063974032,0.005875586,0.350110938,0.361738845,28,55.5
401.8,94.7,0,147.4,11.4,946.8,852.1,2454.2,0.163719338,0.038586912,0,0.060060305,0.004645098,0.385787629,0.347200717,28,68.5
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,28,71.3
323.7,282.8,0,183.8,10.3,942.7,659.9,2403.2,0.134695406,0.117676431,0,0.076481358,0.004285952,0.392268642,0.27459221,28,74.7
379.5,151.2,0,153.9,15.9,1134.3,605,2439.8,0.155545537,0.061972293,0,0.063078941,0.006516928,0.464915157,0.247971145,28,52.2
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,28,71.3
286.3,200.9,0,144.7,11.2,1004.6,803.7,2451.4,0.116790405,0.08195317,0,0.059027494,0.004568818,0.409806641,0.327853471,28,67.7
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,28,71.3
439,177,0,186,11.1,884.9,707.9,2405.9,0.182468099,0.073569143,0,0.077309946,0.004613658,0.367804148,0.294235006,28,66
389.9,189,0,145.9,22,944.7,755.8,2447.3,0.159318433,0.077227966,0,0.05961672,0.008989499,0.386017243,0.308830139,28,74.5
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,28,71.3
337.9,189,0,174.9,9.5,944.7,755.8,2411.8,0.140102828,0.078364707,0,0.072518451,0.003938967,0.391699146,0.313375902,28,49.9
374,189.2,0,170.1,10.1,926.1,756.7,2426.2,0.154150523,0.07798203,0,0.070109636,0.004162888,0.381708021,0.311886901,56,63.4
313.3,262.2,0,175.5,8.6,1046.9,611.8,2418.3,0.129553819,0.108423273,0,0.072571641,0.003556217,0.432907414,0.252987636,56,64.9
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,56,64.3
425,106.3,0,151.4,18.6,936,803.7,2441,0.174108972,0.043547726,0,0.062023761,0.007619828,0.383449406,0.329250307,56,64.9
375,93.8,0,126.6,23.4,852.1,992.6,2463.5,0.152222448,0.038075908,0,0.051390298,0.009498681,0.345889994,0.402922671,56,60.2
475,118.8,0,181.1,8.9,852.1,781.5,2417.4,0.196492099,0.049143708,0,0.074915198,0.003681641,0.352486142,0.323281211,56,72.3
469,117.2,0,137.8,32.2,852.1,840.5,2448.8,0.191522378,0.047860176,0,0.05627246,0.013149298,0.347966351,0.343229337,56,69.3
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,56,64.3
388.6,97.1,0,157.9,12.1,852.1,925.7,2433.5,0.159687693,0.039901377,0,0.064885967,0.004972262,0.350154099,0.380398603,56,55.2
531.3,0,0,141.8,28.2,852.1,893.7,2447.1,0.217114135,0,0,0.05794614,0.011523845,0.348208083,0.365207797,56,58.8
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,56,64.3
318.8,212.5,0,155.7,14.3,852.1,880.4,2433.8,0.130988578,0.087312022,0,0.063974032,0.005875586,0.350110938,0.361738845,56,66.1
401.8,94.7,0,147.4,11.4,946.8,852.1,2454.2,0.163719338,0.038586912,0,0.060060305,0.004645098,0.385787629,0.347200717,56,73.7
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,56,77.3
323.7,282.8,0,183.8,10.3,942.7,659.9,2403.2,0.134695406,0.117676431,0,0.076481358,0.004285952,0.392268642,0.27459221,56,80.2
379.5,151.2,0,153.9,15.9,1134.3,605,2439.8,0.155545537,0.061972293,0,0.063078941,0.006516928,0.464915157,0.247971145,56,54.9
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,56,77.3
286.3,200.9,0,144.7,11.2,1004.6,803.7,2451.4,0.116790405,0.08195317,0,0.059027494,0.004568818,0.409806641,0.327853471,56,72.99
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,56,77.3
439,177,0,186,11.1,884.9,707.9,2405.9,0.182468099,0.073569143,0,0.077309946,0.004613658,0.367804148,0.294235006,56,71.7
389.9,189,0,145.9,22,944.7,755.8,2447.3,0.159318433,0.077227966,0,0.05961672,0.008989499,0.386017243,0.308830139,56,79.4
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,56,77.3
337.9,189,0,174.9,9.5,944.7,755.8,2411.8,0.140102828,0.078364707,0,0.072518451,0.003938967,0.391699146,0.313375902,56,59.89
374,189.2,0,170.1,10.1,926.1,756.7,2426.2,0.154150523,0.07798203,0,0.070109636,0.004162888,0.381708021,0.311886901,91,64.9
313.3,262.2,0,175.5,8.6,1046.9,611.8,2418.3,0.129553819,0.108423273,0,0.072571641,0.003556217,0.432907414,0.252987636,91,66.6
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,91,65.2
425,106.3,0,151.4,18.6,936,803.7,2441,0.174108972,0.043547726,0,0.062023761,0.007619828,0.383449406,0.329250307,91,66.7
375,93.8,0,126.6,23.4,852.1,992.6,2463.5,0.152222448,0.038075908,0,0.051390298,0.009498681,0.345889994,0.402922671,91,62.5
475,118.8,0,181.1,8.9,852.1,781.5,2417.4,0.196492099,0.049143708,0,0.074915198,0.003681641,0.352486142,0.323281211,91,74.19
469,117.2,0,137.8,32.2,852.1,840.5,2448.8,0.191522378,0.047860176,0,0.05627246,0.013149298,0.347966351,0.343229337,91,70.7
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,91,65.2
388.6,97.1,0,157.9,12.1,852.1,925.7,2433.5,0.159687693,0.039901377,0,0.064885967,0.004972262,0.350154099,0.380398603,91,57.6
531.3,0,0,141.8,28.2,852.1,893.7,2447.1,0.217114135,0,0,0.05794614,0.011523845,0.348208083,0.365207797,91,59.2
425,106.3,0,153.5,16.5,852.1,887.1,2440.5,0.174144642,0.043556648,0,0.062896947,0.00676091,0.349149764,0.363491088,91,65.2
318.8,212.5,0,155.7,14.3,852.1,880.4,2433.8,0.130988578,0.087312022,0,0.063974032,0.005875586,0.350110938,0.361738845,91,68.1
401.8,94.7,0,147.4,11.4,946.8,852.1,2454.2,0.163719338,0.038586912,0,0.060060305,0.004645098,0.385787629,0.347200717,91,75.5
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,91,79.3
379.5,151.2,0,153.9,15.9,1134.3,605,2439.8,0.155545537,0.061972293,0,0.063078941,0.006516928,0.464915157,0.247971145,91,56.5
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,91,79.3
286.3,200.9,0,144.7,11.2,1004.6,803.7,2451.4,0.116790405,0.08195317,0,0.059027494,0.004568818,0.409806641,0.327853471,91,76.8
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,91,79.3
439,177,0,186,11.1,884.9,707.9,2405.9,0.182468099,0.073569143,0,0.077309946,0.004613658,0.367804148,0.294235006,91,73.3
389.9,189,0,145.9,22,944.7,755.8,2447.3,0.159318433,0.077227966,0,0.05961672,0.008989499,0.386017243,0.308830139,91,82.6
362.6,189,0,164.9,11.6,944.7,755.8,2428.6,0.149304126,0.077822614,0,0.067899201,0.004776414,0.388989541,0.311208103,91,79.3
337.9,189,0,174.9,9.5,944.7,755.8,2411.8,0.140102828,0.078364707,0,0.072518451,0.003938967,0.391699146,0.313375902,91,67.8
222.4,0,96.7,189.3,4.5,967.1,870.3,2350.3,0.094626218,0,0.041143684,0.080542909,0.001914649,0.411479386,0.370293154,3,11.58
222.4,0,96.7,189.3,4.5,967.1,870.3,2350.3,0.094626218,0,0.041143684,0.080542909,0.001914649,0.411479386,0.370293154,14,24.45
222.4,0,96.7,189.3,4.5,967.1,870.3,2350.3,0.094626218,0,0.041143684,0.080542909,0.001914649,0.411479386,0.370293154,28,24.89
222.4,0,96.7,189.3,4.5,967.1,870.3,2350.3,0.094626218,0,0.041143684,0.080542909,0.001914649,0.411479386,0.370293154,56,29.45
222.4,0,96.7,189.3,4.5,967.1,870.3,2350.3,0.094626218,0,0.041143684,0.080542909,0.001914649,0.411479386,0.370293154,100,40.71
233.8,0,94.6,197.9,4.6,947,852.2,2330.1,0.100339041,0,0.040599116,0.084931977,0.001974164,0.406420325,0.365735376,3,10.38
233.8,0,94.6,197.9,4.6,947,852.2,2330.1,0.100339041,0,0.040599116,0.084931977,0.001974164,0.406420325,0.365735376,14,22.14
233.8,0,94.6,197.9,4.6,947,852.2,2330.1,0.100339041,0,0.040599116,0.084931977,0.001974164,0.406420325,0.365735376,28,22.84
233.8,0,94.6,197.9,4.6,947,852.2,2330.1,0.100339041,0,0.040599116,0.084931977,0.001974164,0.406420325,0.365735376,56,27.66
233.8,0,94.6,197.9,4.6,947,852.2,2330.1,0.100339041,0,0.040599116,0.084931977,0.001974164,0.406420325,0.365735376,100,34.56
194.7,0,100.5,165.6,7.5,1006.4,905.9,2380.6,0.081786104,0,0.042216248,0.069562295,0.003150466,0.422750567,0.380534319,3,12.45
194.7,0,100.5,165.6,7.5,1006.4,905.9,2380.6,0.081786104,0,0.042216248,0.069562295,0.003150466,0.422750567,0.380534319,14,24.99
194.7,0,100.5,165.6,7.5,1006.4,905.9,2380.6,0.081786104,0,0.042216248,0.069562295,0.003150466,0.422750567,0.380534319,28,25.72
194.7,0,100.5,165.6,7.5,1006.4,905.9,2380.6,0.081786104,0,0.042216248,0.069562295,0.003150466,0.422750567,0.380534319,56,33.96
194.7,0,100.5,165.6,7.5,1006.4,905.9,2380.6,0.081786104,0,0.042216248,0.069562295,0.003150466,0.422750567,0.380534319,100,37.34
190.7,0,125.4,162.1,7.8,1090,804,2380,0.08012605,0,0.052689076,0.068109244,0.003277311,0.457983193,0.337815126,3,15.04
190.7,0,125.4,162.1,7.8,1090,804,2380,0.08012605,0,0.052689076,0.068109244,0.003277311,0.457983193,0.337815126,14,21.06
190.7,0,125.4,162.1,7.8,1090,804,2380,0.08012605,0,0.052689076,0.068109244,0.003277311,0.457983193,0.337815126,28,26.4
